brand,carName,carImg,saleVolume,price,muanfactuer,rank,carModel,energeType,marketTime,insure
荣威,荣威iMAX8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6db94c2ed63e49d6a42eba931d90c2c0~tplv-resize:640:0.png,195,"[18.58, 25.58]",上汽集团,455,中大型MPV,汽油,2023.03,3年或10万公里
东风风度,帕拉丁,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0bcc2774198b49a0888e3193bed0093a~tplv-resize:640:0.png,194,"[16.98, 26.18]",郑州日产,456,中型SUV,汽油,2024.04,3年或10万公里
东风风行,菱智M5 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/15d17f467e2b685be5487fe2fcad8df9~tplv-resize:640:0.png,194,"[15.49, 19.19]",东风风行,457,中型MPV,纯电动,2023.11,5年或10万公里
奇瑞,欧萌达,https://p3-dcd.byteimg.com/img/motor-mis-img/909cce5c7758ab29135fc1593e5349ae~tplv-resize:640:0.png,189,"[7.99, 10.99]",奇瑞汽车,458,紧凑型SUV,汽油,2024.03,3年或10万公里
红旗,红旗HS7 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/025bc9204d124c23b8889961f0434453~tplv-resize:640:0.png,187,"[25.88, 28.88]",一汽红旗,459,中大型SUV,插电式混合动力,2024.08,4年或10万公里
江淮汽车,江淮QX PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5901534bebac4251a0136474f5411173~tplv-resize:640:0.png,185,"[8.99, 19.69]",江汽集团,460,紧凑型SUV,插电式混合动力,2024.03,3年或10万公里
启辰,启辰大V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/70ada3c249cf4fd69983d811b1e04a39~tplv-resize:640:0.png,185,"[7.98, 12.08]",东风日产,461,紧凑型SUV,汽油,2023.09,3年或10万公里
欧拉,欧拉闪电猫,https://p3-dcd.byteimg.com/img/motor-mis-img/9a42521e00f5301bbf77aaec4f602946~tplv-resize:640:0.png,183,"[15.98, 23.98]",长城汽车,462,中型车,纯电动,2022.10,5年或15万公里
福特,领裕,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/af5d7d24a04348fa954883a25310b018~tplv-resize:640:0.png,176,"[13.88, 18.68]",江铃福特,463,中大型SUV,汽油,2023.02,3年或10万公里
欧拉,欧拉芭蕾猫,https://p3-dcd.byteimg.com/img/motor-mis-img/0bedfedf47aa941755f9ae70f4b0233b~tplv-resize:640:0.png,175,"[14.98, 17.98]",长城汽车,464,紧凑型车,纯电动,2023.04,4年或15万公里
起亚,智跑,https://p3-dcd.byteimg.com/img/motor-mis-img/93ee7cb27ef156bcbacc11dc008960e1~tplv-resize:640:0.png,175,"[10.48, 12.28]",起亚,465,紧凑型SUV,汽油,2021.07,5年或10万公里
日产,ARIYA 艾睿雅,https://p3-dcd.byteimg.com/img/motor-mis-img/c16b1a2dfa6203ff91b2a3d20e20bceb~tplv-resize:640:0.png,174,"[13.99, 22.29]",东风日产,466,紧凑型SUV,纯电动,2023.07,3年或10万公里
斯柯达,柯迪亚克,https://p3-dcd.byteimg.com/img/motor-mis-img/bdbd1bffe440a691fb9e8c37ab20e8f6~tplv-resize:640:0.png,173,"[19.19, 24.39]",上汽大众斯柯达,467,中型SUV,汽油,2023.10,3年或10万公里
起亚,起亚K5,https://p3-dcd.byteimg.com/img/motor-mis-img/b9d80160c481012488835c2bfca2444c~tplv-resize:640:0.png,173,"[11.58, 15.98]",起亚,468,中型车,汽油,2021.08,可选:[3年或15万公里] [5年或10万公里] [7年或7万公里]
本田,e:NP1 极湃1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8f1fca2269d94ce289be76e6a2da2dd8~tplv-resize:640:0.png,163,"[12.5, 16.8]",广汽本田,469,小型SUV,纯电动,2022.06,3年或12万公里
丰田,亚洲狮,https://p3-dcd.byteimg.com/img/motor-mis-img/425ce00970c41af596f5fb6d21b7fed9~tplv-resize:640:0.png,163,"[10.38, 14.18]",一汽丰田,470,紧凑型车,汽油,2023.05,3年或10万公里
SWM斯威汽车,斯威大虎,https://p3-dcd.byteimg.com/img/motor-mis-img/58e560b3d39624fd34bf2c2fd9d0135f~tplv-resize:640:0.png,161,"[5.99, 7.89]",SWM斯威汽车,471,中型SUV,汽油,2022.08,3年或6万公里
凯翼,炫界Pro EV,https://p3-dcd.byteimg.com/img/motor-mis-img/297b50a8f659602e2fd62223e67c0c2a~tplv-resize:640:0.png,159,"[11.99, 17.66]",凯翼汽车,472,紧凑型SUV,纯电动,2023.09,3年或10万公里
哪吒汽车,哪吒GT,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7f4a9f907b14465e9fdf87ff93430bea~tplv-resize:640:0.png,158,"[18.88, 22.68]",合众汽车,473,跑车,纯电动,2023.04,4年或12万公里
东风风行,风行游艇,https://p3-dcd.byteimg.com/img/motor-mis-img/85a0e84f644c302002af793cd2b3584a~tplv-resize:640:0.png,158,"[11.49, 15.19]",东风风行,474,中型MPV,汽油,2023.10,8年或16万公里
英菲尼迪,英菲尼迪QX60,https://p9-dcd.byteimg.com/img/motor-mis-img/7a627875ede9d3e13c79a4c4218a2d4a~tplv-resize:640:0.png,157,"[30.88, 42.88]",东风英菲尼迪,475,中大型SUV,汽油,2023.11,4年或10万公里
五菱汽车,五菱星光S PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/33031cdb6bc74bceacac7e4e0523998a~tplv-resize:640:0.png,156,"[9.98, 11.98]",上汽通用五菱,476,紧凑型SUV,插电式混合动力,2024.08,6年或15万公里
丰田,丰田C-HR,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b0e1fef05cbb4a33be7c024e82deae95~tplv-resize:640:0.png,155,"[11.18, 15.18]",广汽丰田,477,小型SUV,汽油,2023.03,3年或10万公里
红旗,红旗HQ9,https://p9-dcd.byteimg.com/img/motor-mis-img/b690e5fd5c48d8da3726a893a2d296cf~tplv-resize:640:0.png,154,"[35.88, 53.88]",一汽红旗,478,中大型MPV,48V轻混系统,2024.04,4年或10万公里
魏牌,摩卡PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0a1bc6c4ab8842c8b5726b89f9f8c604~tplv-resize:640:0.png,154,"[22.18, 22.38]",长城汽车,479,中型SUV,插电式混合动力,2024.05,5年或15万公里
斯柯达,明锐,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e5d55d4c1ece47ceb29e28624cf1ca70~tplv-resize:640:0.png,153,"[14.39, 15.49]",上汽大众斯柯达,480,紧凑型车,汽油,2024.01,3年或10万公里
名爵,MG6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e79a397f178a42b2a125fea383e0c777~tplv-resize:640:0.png,151,"[9.78, 13.98]",上汽集团,481,紧凑型车,汽油,2023.04,3年或10万公里
蔚来,蔚来ES7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/03f85ad23b75470aa2c6b8fc43fc8c11~tplv-resize:640:0.png,149,"[43.8, 51.8]",蔚来,482,中大型SUV,纯电动,2024.02,3年或12万公里
标致,标致508L,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e3b8a7573b784ab388129d474b434366~tplv-resize:640:0.png,149,"[14.67, 19.07]",东风标致,483,中型车,汽油,2023.08,5年或15万公里
起亚,嘉华,https://p9-dcd.byteimg.com/img/motor-mis-img/c6ac1024c4633112f738ffc8fc41b52c~tplv-resize:640:0.png,145,"[22.39, 27.49]",起亚,485,中大型MPV,汽油,2021.09,5年或10万公里
比亚迪,比亚迪e3,https://p3-dcd.byteimg.com/img/motor-mis-img/993f74dfdbd9feb7e14875c014b44163~tplv-resize:640:0.png,142,"[15.48, 15.48]",比亚迪,486,紧凑型车,纯电动,2021.08,3年或10万公里
合创汽车,合创Z03,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/966f8986005d4b1e9b62bd3bc3231f39~tplv-resize:640:0.png,140,"[13.48, 18.28]",合创汽车,487,紧凑型SUV,纯电动,2022.04,4年或15万公里
沃尔沃,沃尔沃EM90,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/05a3c8b3200349ae9f606af6cb81bae5~tplv-resize:640:0.png,136,"[81.8, 81.8]",沃尔沃亚太,488,中大型MPV,纯电动,2023.11,6年不限里程
北汽制造,元宝,https://p3-dcd.byteimg.com/img/motor-mis-img/99bb51329fafa5120ad763c8e97a3c22~tplv-resize:640:0.png,134,"[2.97, 5.19]",北京汽车制造厂,489,微型车,纯电动,2023.03,3年或10万公里
红旗,红旗HS7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d88db156ed514c43a111d5f57a4e797d~tplv-resize:640:0.png,133,"[20.08, 28.08]",一汽红旗,490,中大型SUV,48V轻混系统,2024.08,4年或10万公里
东风风光,风光MINIEV,https://p3-dcd.byteimg.com/img/motor-mis-img/d7c240b7c803e1ce776dddab51d26248~tplv-resize:640:0.png,129,"[3.26, 5.91]",东风小康,491,微型车,纯电动,2022.03,3年或10万公里
福特,福特电马,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7b88c973a0d548a38057e70ecc07c08e~tplv-resize:640:0.png,129,"[19.98, 31.98]",长安福特,492,中型SUV,纯电动,2023.12,4年或10万公里
丰田,奕泽IZOA,https://p9-dcd.byteimg.com/img/motor-mis-img/032f79481ca76533e7a56d98770ad4e3~tplv-resize:640:0.png,125,"[11.98, 15.98]",一汽丰田,493,小型SUV,汽油,2023.05,3年或10万公里
标致,标致5008,https://p3-dcd.byteimg.com/img/motor-mis-img/1c52368ba37e8b4015e2014021d98abd~tplv-resize:640:0.png,125,"[14.37, 19.37]",东风标致,494,中型SUV,汽油,2022.11,5年或15万公里
名爵,MG ONE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6aca48597c4c478195acd0dbcee6aa10~tplv-resize:640:0.png,123,"[8.78, 13.88]",上汽集团,495,紧凑型SUV,汽油,2023.07,3年或10万公里
雪佛兰,开拓者,https://p3-dcd.byteimg.com/img/motor-mis-img/87022b02e646f4a4204f2cb8f323d5ca~tplv-resize:640:0.png,121,"[17.49, 24.69]",上汽通用雪佛兰,496,中大型SUV,48V轻混系统,2023.07,3年或10万公里
合创汽车,合创A06,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6ed97fb37fb446c2bfc1ed3f142f8015~tplv-resize:640:0.png,120,"[13.98, 26.98]",合创汽车,497,中型车,纯电动,2023.11,4年或15万公里
大众,探岳GTE,https://p3-dcd.byteimg.com/img/motor-mis-img/aac0f155b2015c4933cda7ea9afec655~tplv-resize:640:0.png,119,"[19.29, 19.29]",一汽大众,498,中型SUV,插电式混合动力,2023.09,3年或10万公里
雪佛兰,迈锐宝XL,https://p9-dcd.byteimg.com/img/motor-mis-img/8171a91a9f3017a9001e682797dc5f77~tplv-resize:640:0.png,119,"[12.59, 16.99]",上汽通用雪佛兰,499,中型车,汽油,2023.06,3年或10万公里
上汽大通MAXUS,大家7 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/91bdc8d73c5d469a821b6f6b5cefead5~tplv-resize:640:0.png,118,"[14.58, 29.98]",上汽大通,500,中型MPV,纯电动,2023.11,5年或10万公里
凯迪拉克,IQ锐歌,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5b605a25ad8a418bb3cdadd026658e20~tplv-resize:640:0.png,117,"[29.77, 41.97]",上汽通用凯迪拉克,501,中大型SUV,纯电动,2023.11,3年不限公里
吉利汽车,帝豪L HiP,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7317c74acb8a4d00aa8ab358efb895fa~tplv-resize:640:0.png,116,"[8.78, 16.88]",吉利汽车,502,紧凑型车,插电式混合动力,2024.02,6年或15万公里
上汽大通MAXUS,大家9超混,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/589970fa48a2417192313a9ea2c696ba~tplv-resize:640:0.png,115,"[25.99, 34.99]",上汽大通,503,中大型MPV,插电式混合动力,2024.06,3年或10万公里
江铃集团新能源,羿,https://p9-dcd.byteimg.com/img/motor-mis-img/c53f4e31b5bc85aa0d8c14dec47cac09~tplv-resize:640:0.png,111,"[11.88, 19.98]",江铃集团新能源,504,紧凑型车,纯电动,2024.04,3年或6万公里
斯柯达,柯珞克,https://p3-dcd.byteimg.com/img/motor-mis-img/f2176b645be4a6b2cb11efbd76de5b0f~tplv-resize:640:0.png,110,"[14.99, 15.49]",上汽大众斯柯达,505,紧凑型SUV,汽油,2023.10,3年或10万公里
上汽大通MAXUS,大家9 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/149f3cd713fb650b0414ba133fad555a~tplv-resize:640:0.png,108,"[25.39, 40.39]",上汽大通,506,中大型MPV,纯电动,2024.08,3年或10万公里
星途,星途追风,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/04e86b0d24e647f6ae1fae3ef6b32be3~tplv-resize:640:0.png,108,"[10.29, 16.29]",星途,507,紧凑型SUV,汽油,2023.09,3年或10万公里
福特,途睿欧,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/14c65fe6c78648d98181e94d165541f1~tplv-resize:640:0.png,103,"[18.96, 23]",江铃福特,508,中型MPV,汽油,2024.03,3年或6万公里
大众,ID.6 X,https://p3-dcd.byteimg.com/img/motor-mis-img/bc5400d7759589d05ac39a0f52362327~tplv-resize:640:0.png,101,"[17.99, 22.79]",上汽大众,509,中大型SUV,纯电动,2023.04,3年或10万公里
大众,途观L PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/78839f72969927901241f358c5115d2c~tplv-resize:640:0.png,100,"[22.11, 23.2]",上汽大众,510,中型SUV,插电式混合动力,2022.08,3年或10万公里
荣威,荣威RX9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7118e0bee36049a283022e08e4995b36~tplv-resize:640:0.png,96,"[17.58, 24.38]",上汽集团,511,中大型SUV,汽油,2023.03,3年或10万公里
奔腾,奔腾T55,https://p3-dcd.byteimg.com/img/motor-mis-img/5eb9a1106aaeba38383586d41c10fd06~tplv-resize:640:0.png,94,"[8.59, 10.49]",一汽奔腾,512,紧凑型SUV,汽油,2023.04,3年或10万公里
别克,昂科旗,https://p3-dcd.byteimg.com/img/motor-mis-img/bc901ffc4cc27ad809db884987ea9edc~tplv-resize:640:0.png,89,"[21.89, 27.89]",上汽通用别克,513,中大型SUV,48V轻混系统,2021.08,3年或10万公里
别克,别克E4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/175bc28c8fc7468285a60c50af81f2e3~tplv-resize:640:0.png,85,"[13.49, 19.59]",上汽通用别克,514,中大型SUV,纯电动,2023.06,3年或10万公里
奔驰,奔驰EQE SUV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ddc1f2b0d2a54bd7beaf63f4c5fd5837~tplv-resize:640:0.png,83,"[32.6, 47.06]",北京奔驰,515,中大型SUV,纯电动,2024.04,3年不限公里
江淮瑞风,瑞风E3,https://p9-dcd.byteimg.com/img/motor-mis-img/9b9b2bcb01b623c18ed53331a08ff11b~tplv-resize:640:0.png,83,"[15.98, 20.38]",江汽集团,516,紧凑型MPV,纯电动,2024.02,3年或10万公里
雪佛兰,探界者,https://p3-dcd.byteimg.com/img/motor-mis-img/d0cade284d533a6e482e19d58e728e01~tplv-resize:640:0.png,83,"[11.09, 16.39]",上汽通用雪佛兰,517,中型SUV,汽油,2023.05,3年或10万公里
长安,长安UNI-K 智电iDD,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f7960d1c00c644449d528cf7b5d922ec~tplv-resize:640:0.png,82,"[16.99, 19.79]",长安汽车,518,中型SUV,插电式混合动力,2024.01,3年或12万公里
智己汽车,智己L7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c4a0677587c443edb296e36ed6910975~tplv-resize:640:0.png,80,"[29.99, 57.88]",智己汽车,519,中大型车,纯电动,2024.02,待公布
比亚迪,比亚迪D1,https://p9-dcd.byteimg.com/img/motor-mis-img/16a73f90c37db0a802139dd3bcb55a8b~tplv-resize:640:0.png,80,"[16.08, 16.98]",比亚迪,520,紧凑型MPV,纯电动,2023.06,6年或15万公里
凯迪拉克,凯迪拉克GT4,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6db297a9abf54fcb86895a89462201a4~tplv-resize:640:0.png,75,"[16.47, 23.97]",上汽通用凯迪拉克,521,紧凑型SUV,48V轻混系统,2023.05,3年不限公里
本田,英仕派 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2bf120cedd91403a856299dadaaa5cb8~tplv-resize:640:0.png,73,"[20.48, 23.38]",东风本田,522,中型车,插电式混合动力,2023.07,3年或10万公里
本田,本田LIFE,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/be382f51ae294caca8a0db835819303a~tplv-resize:640:0.png,73,"[9.28, 10.78]",东风本田,523,小型车,汽油,2023.01,3年或10万公里
上汽大通MAXUS,大通G90,https://p9-dcd.byteimg.com/img/motor-mis-img/a1ee687418329152e9c1b720e140a392~tplv-resize:640:0.png,71,"[18.99, 31.99]",上汽大通,524,中大型MPV,汽油,2024.08,3年或10万公里
北汽制造,勇士,https://p3-dcd.byteimg.com/img/motor-mis-img/dcf664514941d152d7c6466649b34f29~tplv-resize:640:0.png,71,"[10.68, 14.88]",北京汽车制造厂,525,紧凑型SUV,汽油,2021.05,3年或6万公里
马自达,马自达CX-30,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d266c935398141da87d4cdcd0a25d7fe~tplv-resize:640:0.png,70,"[9.49, 19.99]",长安马自达,526,小型SUV,汽油,2024.07,3年或10万公里
广汽传祺,影酷,https://p3-dcd.byteimg.com/img/motor-mis-img/fb916563d977a0dcf0ca3a200e4eda73~tplv-resize:640:0.png,69,"[10.18, 13.98]",广汽传祺,527,紧凑型SUV,汽油,2022.09,3年或10万公里
上汽大通MAXUS,大家7超混,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c20bcc04c2e143a4a51c2d2ddda8831a~tplv-resize:640:0.png,65,"[19.49, 24.99]",上汽大通,528,中型MPV,插电式混合动力,2024.06,3年或10万公里
长安凯程,长安之星9 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/628f41aac12211548f30b7868b5ce3ab~tplv-resize:640:0.png,65,"[13.28, 16.89]",长安轻型车,529,微面,纯电动,2024.03,3年或6万公里
荣威,荣威iMAX8 EV,https://p9-dcd.byteimg.com/img/motor-mis-img/9939c7a9f9fe0f62a15eb3c074b52123~tplv-resize:640:0.png,64,"[25.98, 35.98]",上汽集团,530,中大型MPV,纯电动,2022.08,6年或15万公里
江淮瑞风,瑞风RF8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/39afc55e13524aa282721edb3f7fef84~tplv-resize:640:0.png,61,"[16.99, 20.99]",江汽集团,531,中大型MPV,汽油,2024.01,5年或10万公里
捷途,捷途大圣i-DM,https://p3-dcd.byteimg.com/img/motor-mis-img/5a5c0c454597739f799050109820d01c~tplv-resize:640:0.png,61,"[13.99, 15.99]",奇瑞汽车,532,紧凑型SUV,插电式混合动力,2023.04,4年或10万公里
东风富康,富康ES600,https://p3-dcd.byteimg.com/img/motor-mis-img/9d0422fde61435579a20862d9847eecf~tplv-resize:640:0.png,58,"[15.38, 16.38]",神龙汽车,533,紧凑型车,纯电动,2022.11,3年或12万公里
东风风行,风行T5 EVO,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3bf531df6ea944619da286295d32c5c6~tplv-resize:640:0.png,57,"[7.99, 11.99]",东风风行,534,紧凑型SUV,汽油,2023.05,8年或16万公里
捷豹,捷豹E-PACE,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1e15311a8df14f7b9e95bdbc308c9eb1~tplv-resize:640:0.png,57,"[15.84, 19.3]",奇瑞捷豹路虎,535,紧凑型SUV,48V轻混系统,2023.08,3年或10万公里
雪佛兰,雪佛兰畅巡,https://p3-dcd.byteimg.com/img/motor-mis-img/017ffe70e741c3fe352de81cc84795ce~tplv-resize:640:0.png,56,"[16.29, 17.79]",上汽通用雪佛兰,536,紧凑型车,纯电动,2023.06,3年或10万公里
大众,途安L,https://p3-dcd.byteimg.com/img/motor-mis-img/20f107b28a94a16705865e9b91e79819~tplv-resize:640:0.png,53,"[12.18, 15.08]",上汽大众,537,紧凑型MPV,汽油,2023.10,3年或10万公里
合创汽车,合创V09,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7326212aa38e48f4983959b242a74c05~tplv-resize:640:0.png,50,"[31.88, 43.88]",合创汽车,538,中大型MPV,纯电动,2023.10,6年或15万公里
五菱汽车,五菱Air ev晴空,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c27ef5a5a234a1d8d74da44fb388893~tplv-resize:640:0.png,49,"[5.78, 6.98]",上汽通用五菱,539,微型车,纯电动,2022.12,3年或10万公里
上汽大通MAXUS,大通G70,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e5773a7982d5488488c634703c9736d1~tplv-resize:640:0.png,48,"[14.98, 20.48]",上汽大通,540,中型MPV,汽油,2023.11,5年或10万公里
SWM斯威汽车,斯威G05,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c925af638a1c4f7fb547993f1c3de73e~tplv-resize:640:0.png,48,"[8.69, 12.98]",SWM斯威汽车,541,中型SUV,汽油,2023.01,3年或6万公里
东风风行,风行T5,https://p9-dcd.byteimg.com/img/motor-mis-img/f064dda2650019f6c0ba1e1f1a96135c~tplv-resize:640:0.png,48,"[6.49, 12.49]",东风风行,542,紧凑型SUV,汽油,2023.11,8年或16万公里
ARCFOX极狐,极狐 阿尔法S,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/47d20dbda41240acab501a570c17381f~tplv-resize:640:0.png,47,"[17.48, 32.48]",北汽新能源,543,中大型车,纯电动,2024.04,3年或12万公里
启辰,启辰星,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b0b6cc8b5a444a168d223471447a26dc~tplv-resize:640:0.png,47,"[9.98, 14.16]",东风日产,544,紧凑型SUV,汽油,2022.11,3年或10万公里
名爵,MG Cyberster,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ac9ac9b7da874f58987ca01e8dd4cb22~tplv-resize:640:0.png,46,"[31.98, 36.58]",上汽集团,545,跑车,纯电动,2023.11,6年或15万公里
现代,胜达,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9416eae9d908477bae7c228ff19cc3c4~tplv-resize:640:0.png,45,"[18.58, 25.88]",北京现代,546,中型SUV,汽油,2024.08,可选：3年或15万公里/5年或10万公里/7年或7万公里
上汽大通MAXUS,大家5 PLUG IN,https://p3-dcd.byteimg.com/img/motor-mis-img/4f42d5ff30f94ef4c7da101045312782~tplv-resize:640:0.png,43,"[16.88, 19.88]",上汽大通,547,紧凑型MPV,插电式混合动力,2024.03,3年或8万公里
英菲尼迪,英菲尼迪QX50,https://p3-dcd.byteimg.com/img/motor-mis-img/6538990a28bbef23dac96e53c83ddce2~tplv-resize:640:0.png,43,"[23.08, 27.18]",东风英菲尼迪,548,中型SUV,汽油,2023.11,4年或10万公里
长安,逸达,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/eac9a5b665864f3b8c6b0b1d72e3f2bc~tplv-resize:640:0.png,42,"[7.19, 9.59]",长安汽车,549,紧凑型车,汽油,2023.08,3年或10万公里
上汽大通MAXUS,领地,https://p9-dcd.byteimg.com/img/motor-mis-img/fd99ba99b35ccc8d6e1562f1142f1856~tplv-resize:640:0.png,36,"[19.48, 27.48]",上汽大通,550,中大型SUV,汽油,2023.06,3年或10万公里
本田,凌派,https://p3-dcd.byteimg.com/img/motor-mis-img/0177f23b0d8ce46f98fdd1a0c442f875~tplv-resize:640:0.png,34,"[8.98, 13.98]",广汽本田,551,紧凑型车,汽油,2023.05,3年或10万公里
ARCFOX极狐,极狐 阿尔法T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dd472c544e4543c2a73cff99e44f8bdc~tplv-resize:640:0.png,32,"[17.08, 27.58]",北汽新能源,552,中型SUV,纯电动,2023.06,3年或12万公里
丰田,普拉多,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/cfcb85bf15c44161a4fa475e32c7f02d~tplv-resize:640:0.png,32,"[45.98, 54.98]",一汽丰田,553,中大型SUV,油电混合,2024.04,3年或10万公里
五菱汽车,五菱星光S EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b6193baf5fe6449fbf249892cba67860~tplv-resize:640:0.png,25,"[11.98, 12.98]",上汽通用五菱,554,紧凑型SUV,纯电动,2024.08,6年或15万公里
哪吒汽车,哪吒AYA,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/181eb1cb372d46b292dc0c4da1a252a3~tplv-resize:640:0.png,24,"[6.58, 8.08]",合众汽车,555,小型SUV,纯电动,2023.08,3年或12万公里
上汽大通MAXUS,大家5 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/4f42d5ff30f94ef4c7da101045312782~tplv-resize:640:0.png,24,"[19.48, 22.78]",上汽大通,556,紧凑型MPV,纯电动,2023.08,3年或8万公里
大众,探影,https://p9-dcd.byteimg.com/img/motor-mis-img/1f13ff8a44ab52143390f45ff0a7b8b5~tplv-resize:640:0.png,24,"[6.99, 11.49]",一汽大众,557,小型SUV,汽油,2023.09,3年或10万公里
埃安,AION LX,https://p3-dcd.byteimg.com/img/motor-mis-img/dbf23140365cfdd6d48480c3fd5bbe46~tplv-resize:640:0.png,24,"[21.66, 39.96]",广汽埃安新能源,558,中型SUV,纯电动,2022.01,4年或15万公里
标致,标致408X,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/4211faff193940beab4af0d54f89ec2d~tplv-resize:640:0.png,23,"[13.37, 15.97]",东风标致,559,中型车,汽油,2024.07,5年或15万公里
本田,本田e:NS1,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0a57ed27aacd44b481e78ac2404d68e1~tplv-resize:640:0.png,22,"[11, 15.3]",东风本田,560,小型SUV,纯电动,2022.04,3年或12万公里
DS,DS 7,https://p3-dcd.byteimg.com/img/motor-mis-img/ed26b29c1b4cc3f3c703070d4997ce5e~tplv-resize:640:0.png,20,"[24.99, 32.99]",DS汽车,561,紧凑型SUV,汽油,2022.11,3年或10万公里
红旗,红旗E-HS9,https://p3-dcd.byteimg.com/img/motor-mis-img/fb5c6d20cd6044b28f6eec55dcd6c61c~tplv-resize:640:0.png,18,"[50.98, 77.98]",一汽红旗,562,大型SUV,纯电动,2024.03,4年或10万公里
雪佛兰,星迈罗,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8872eb50f9e04be1b5b3314e99ffbca7~tplv-resize:640:0.png,17,"[11.99, 14.49]",上汽通用雪佛兰,563,紧凑型SUV,汽油,2023.07,3年或10万公里
坦克,坦克300 Hi4-T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b672a99f9f65477c8f61f19f17e5f32d~tplv-resize:640:0.png,16,"[26.98, 26.98]",长城汽车,564,紧凑型SUV,插电式混合动力,2024.04,5年或15万公里
起亚,索奈,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f51d6641c9c34d02b7833d4b2f9fd602~tplv-resize:640:0.png,15,"[8.89, 9.79]",起亚,565,小型SUV,汽油,2024.04,3年或10万公里
江淮汽车,江淮X8 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cf84c6dcdafb46cbbde7cd49e3cd70df~tplv-resize:640:0.png,15,"[8.98, 17.98]",江汽集团,566,中型SUV,汽油,2024.03,3年或10万公里
